ds,Airports,Class,y
11/5/1990,MEL-SYD,Business,2089
11/12/1990,MEL-SYD,Business,2026
11/19/1990,MEL-SYD,Business,2009
11/26/1990,MEL-SYD,Business,2034
12/3/1990,MEL-SYD,Business,2085
12/10/1990,MEL-SYD,Business,1330
12/17/1990,MEL-SYD,Business,318
12/24/1990,MEL-SYD,Business,522
1/7/1991,MEL-SYD,Business,824
1/14/1991,MEL-SYD,Business,1113
1/21/1991,MEL-SYD,Business,1285
1/28/1991,MEL-SYD,Business,1107
2/4/1991,MEL-SYD,Business,1591
2/11/1991,MEL-SYD,Business,1726
2/18/1991,MEL-SYD,Business,1758
2/25/1991,MEL-SYD,Business,1883
3/4/1991,MEL-SYD,Business,2089
3/11/1991,MEL-SYD,Business,2198
3/18/1991,MEL-SYD,Business,2449
3/25/1991,MEL-SYD,Business,1739
4/1/1991,MEL-SYD,Business,1480
4/8/1991,MEL-SYD,Business,2152
4/15/1991,MEL-SYD,Business,2258
4/22/1991,MEL-SYD,Business,1776
4/29/1991,MEL-SYD,Business,2355
5/6/1991,MEL-SYD,Business,2140
5/13/1991,MEL-SYD,Business,1988
5/20/1991,MEL-SYD,Business,2083
5/27/1991,MEL-SYD,Business,2115
6/3/1991,MEL-SYD,Business,1884
6/10/1991,MEL-SYD,Business,1797
6/17/1991,MEL-SYD,Business,1944
6/24/1991,MEL-SYD,Business,2001
7/1/1991,MEL-SYD,Business,1668
7/8/1991,MEL-SYD,Business,1527
7/15/1991,MEL-SYD,Business,1477
7/22/1991,MEL-SYD,Business,1949
7/29/1991,MEL-SYD,Business,1914
8/5/1991,MEL-SYD,Business,1632
8/12/1991,MEL-SYD,Business,1796
8/19/1991,MEL-SYD,Business,1696
8/26/1991,MEL-SYD,Business,1718
9/2/1991,MEL-SYD,Business,1442
9/9/1991,MEL-SYD,Business,1713
9/16/1991,MEL-SYD,Business,1796
9/23/1991,MEL-SYD,Business,1860
9/30/1991,MEL-SYD,Business,1554
10/7/1991,MEL-SYD,Business,1623
10/14/1991,MEL-SYD,Business,1641
10/21/1991,MEL-SYD,Business,1818
10/28/1991,MEL-SYD,Business,1969
11/4/1991,MEL-SYD,Business,1886
11/11/1991,MEL-SYD,Business,2030
11/18/1991,MEL-SYD,Business,1883
11/25/1991,MEL-SYD,Business,1871
12/2/1991,MEL-SYD,Business,1910
12/9/1991,MEL-SYD,Business,1921
12/16/1991,MEL-SYD,Business,1672
12/23/1991,MEL-SYD,Business,386
12/30/1991,MEL-SYD,Business,446
1/6/1992,MEL-SYD,Business,819
1/13/1992,MEL-SYD,Business,1238
1/20/1992,MEL-SYD,Business,1761
1/27/1992,MEL-SYD,Business,1650
2/3/1992,MEL-SYD,Business,2031
2/10/1992,MEL-SYD,Business,2064
2/17/1992,MEL-SYD,Business,2418
2/24/1992,MEL-SYD,Business,2171
3/2/1992,MEL-SYD,Business,2362
3/9/1992,MEL-SYD,Business,2328
3/16/1992,MEL-SYD,Business,2336
3/23/1992,MEL-SYD,Business,10301
3/30/1992,MEL-SYD,Business,9964
4/6/1992,MEL-SYD,Business,10433
4/13/1992,MEL-SYD,Business,8281
4/20/1992,MEL-SYD,Business,6128
4/27/1992,MEL-SYD,Business,9709
5/4/1992,MEL-SYD,Business,8828
5/11/1992,MEL-SYD,Business,8078
5/18/1992,MEL-SYD,Business,7527
5/25/1992,MEL-SYD,Business,7486
6/1/1992,MEL-SYD,Business,6711
6/8/1992,MEL-SYD,Business,5930
6/15/1992,MEL-SYD,Business,5462
6/22/1992,MEL-SYD,Business,3710
6/29/1992,MEL-SYD,Business,2894
7/6/1992,MEL-SYD,Business,3008
7/13/1992,MEL-SYD,Business,2829
7/20/1992,MEL-SYD,Business,3252
7/27/1992,MEL-SYD,Business,3021
8/3/1992,MEL-SYD,Business,2667
8/10/1992,MEL-SYD,Business,2740
8/17/1992,MEL-SYD,Business,2807
8/24/1992,MEL-SYD,Business,2961
8/31/1992,MEL-SYD,Business,2570
9/7/1992,MEL-SYD,Business,2671
9/14/1992,MEL-SYD,Business,2809
9/21/1992,MEL-SYD,Business,2712
9/28/1992,MEL-SYD,Business,2606
10/5/1992,MEL-SYD,Business,2500
10/12/1992,MEL-SYD,Business,2898
10/19/1992,MEL-SYD,Business,3152
10/26/1992,MEL-SYD,Business,3053
11/2/1992,MEL-SYD,Business,2745
11/9/1992,MEL-SYD,Business,3156
11/16/1992,MEL-SYD,Business,3069
11/23/1992,MEL-SYD,Business,3379
6/29/1987,MEL-SYD,Economy,20167
7/6/1987,MEL-SYD,Economy,20161
7/13/1987,MEL-SYD,Economy,19993
7/20/1987,MEL-SYD,Economy,20986
7/27/1987,MEL-SYD,Economy,20497
8/3/1987,MEL-SYD,Economy,20770
8/10/1987,MEL-SYD,Economy,21111
8/17/1987,MEL-SYD,Economy,20675
8/24/1987,MEL-SYD,Economy,22092
8/31/1987,MEL-SYD,Economy,20772
9/7/1987,MEL-SYD,Economy,21642
9/14/1987,MEL-SYD,Economy,21911
9/28/1987,MEL-SYD,Economy,23777
10/5/1987,MEL-SYD,Economy,22658
10/12/1987,MEL-SYD,Economy,23515
10/19/1987,MEL-SYD,Economy,21384
10/26/1987,MEL-SYD,Economy,24344
11/2/1987,MEL-SYD,Economy,21137
11/9/1987,MEL-SYD,Economy,23069
11/16/1987,MEL-SYD,Economy,23664
11/23/1987,MEL-SYD,Economy,23219
11/30/1987,MEL-SYD,Economy,23192
12/7/1987,MEL-SYD,Economy,23475
12/14/1987,MEL-SYD,Economy,22377
12/21/1987,MEL-SYD,Economy,16606
12/28/1987,MEL-SYD,Economy,13987
1/4/1988,MEL-SYD,Economy,16251
1/4/1988,MEL-SYD,Economy,18439
1/11/1988,MEL-SYD,Economy,20262
1/18/1988,MEL-SYD,Economy,19535
1/25/1988,MEL-SYD,Economy,22467
2/1/1988,MEL-SYD,Economy,24559
2/8/1988,MEL-SYD,Economy,24591
2/15/1988,MEL-SYD,Economy,24511
2/22/1988,MEL-SYD,Economy,24524
2/29/1988,MEL-SYD,Economy,23119
3/7/1988,MEL-SYD,Economy,23106
3/14/1988,MEL-SYD,Economy,23292
3/21/1988,MEL-SYD,Economy,21566
3/28/1988,MEL-SYD,Economy,18565
4/4/1988,MEL-SYD,Economy,24361
4/11/1988,MEL-SYD,Economy,22983
4/18/1988,MEL-SYD,Economy,21062
4/25/1988,MEL-SYD,Economy,21766
5/2/1988,MEL-SYD,Economy,22285
5/9/1988,MEL-SYD,Economy,22867
5/16/1988,MEL-SYD,Economy,23276
5/23/1988,MEL-SYD,Economy,20924
5/30/1988,MEL-SYD,Economy,21716
6/6/1988,MEL-SYD,Economy,20908
6/13/1988,MEL-SYD,Economy,21410
6/20/1988,MEL-SYD,Economy,21361
6/27/1988,MEL-SYD,Economy,22412
7/4/1988,MEL-SYD,Economy,21290
7/11/1988,MEL-SYD,Economy,22247
7/18/1988,MEL-SYD,Economy,22445
7/25/1988,MEL-SYD,Economy,21260
8/1/1988,MEL-SYD,Economy,22771
8/8/1988,MEL-SYD,Economy,23723
8/15/1988,MEL-SYD,Economy,23757
8/22/1988,MEL-SYD,Economy,23482
8/29/1988,MEL-SYD,Economy,23653
9/5/1988,MEL-SYD,Economy,26054
9/12/1988,MEL-SYD,Economy,25695
9/19/1988,MEL-SYD,Economy,26720
9/26/1988,MEL-SYD,Economy,15033
10/3/1988,MEL-SYD,Economy,22340
10/10/1988,MEL-SYD,Economy,19297
10/17/1988,MEL-SYD,Economy,23761
10/24/1988,MEL-SYD,Economy,22150
10/31/1988,MEL-SYD,Economy,22236
11/7/1988,MEL-SYD,Economy,23157
11/14/1988,MEL-SYD,Economy,24387
11/21/1988,MEL-SYD,Economy,23844
11/28/1988,MEL-SYD,Economy,23681
12/5/1988,MEL-SYD,Economy,24456
12/12/1988,MEL-SYD,Economy,19899
12/19/1988,MEL-SYD,Economy,13662
12/26/1988,MEL-SYD,Economy,15698
1/2/1989,MEL-SYD,Economy,18189
1/9/1989,MEL-SYD,Economy,19448
1/16/1989,MEL-SYD,Economy,20891
1/23/1989,MEL-SYD,Economy,22284
1/30/1989,MEL-SYD,Economy,23247
2/6/1989,MEL-SYD,Economy,24440
2/13/1989,MEL-SYD,Economy,22519
2/20/1989,MEL-SYD,Economy,22818
2/27/1989,MEL-SYD,Economy,23472
3/6/1989,MEL-SYD,Economy,24117
3/13/1989,MEL-SYD,Economy,24435
3/20/1989,MEL-SYD,Economy,20589
3/27/1989,MEL-SYD,Economy,23427
4/3/1989,MEL-SYD,Economy,20923
4/10/1989,MEL-SYD,Economy,22959
4/17/1989,MEL-SYD,Economy,19152
4/24/1989,MEL-SYD,Economy,22011
5/1/1989,MEL-SYD,Economy,20228
5/8/1989,MEL-SYD,Economy,21332
5/15/1989,MEL-SYD,Economy,20500
5/22/1989,MEL-SYD,Economy,19090
5/29/1989,MEL-SYD,Economy,21692
6/5/1989,MEL-SYD,Economy,20157
6/12/1989,MEL-SYD,Economy,22231
6/19/1989,MEL-SYD,Economy,20914
6/26/1989,MEL-SYD,Economy,21454
7/3/1989,MEL-SYD,Economy,21345
7/10/1989,MEL-SYD,Economy,19260
7/17/1989,MEL-SYD,Economy,18781
7/24/1989,MEL-SYD,Economy,17445
7/31/1989,MEL-SYD,Economy,19628
8/7/1989,MEL-SYD,Economy,17692
8/14/1989,MEL-SYD,Economy,7046
8/21/1989,MEL-SYD,Economy,0
8/28/1989,MEL-SYD,Economy,0
9/4/1989,MEL-SYD,Economy,0
9/11/1989,MEL-SYD,Economy,0
9/18/1989,MEL-SYD,Economy,0
9/25/1989,MEL-SYD,Economy,0
10/2/1989,MEL-SYD,Economy,0
10/9/1989,MEL-SYD,Economy,11569
10/16/1989,MEL-SYD,Economy,11973
10/23/1989,MEL-SYD,Economy,11123
10/30/1989,MEL-SYD,Economy,11479
11/6/1989,MEL-SYD,Economy,16969
11/13/1989,MEL-SYD,Economy,15997
11/20/1989,MEL-SYD,Economy,16555
11/27/1989,MEL-SYD,Economy,17959
12/4/1989,MEL-SYD,Economy,18868
12/11/1989,MEL-SYD,Economy,15400
12/18/1989,MEL-SYD,Economy,10544
12/25/1989,MEL-SYD,Economy,12755
1/1/1990,MEL-SYD,Economy,19020
1/8/1990,MEL-SYD,Economy,20077
1/15/1990,MEL-SYD,Economy,22124
1/22/1990,MEL-SYD,Economy,19920
1/29/1990,MEL-SYD,Economy,17215
2/5/1990,MEL-SYD,Economy,17662
2/12/1990,MEL-SYD,Economy,19828
2/19/1990,MEL-SYD,Economy,18754
2/26/1990,MEL-SYD,Economy,20390
3/5/1990,MEL-SYD,Economy,18383
3/12/1990,MEL-SYD,Economy,19377
3/19/1990,MEL-SYD,Economy,20133
3/26/1990,MEL-SYD,Economy,19210
4/2/1990,MEL-SYD,Economy,20736
4/9/1990,MEL-SYD,Economy,18821
4/16/1990,MEL-SYD,Economy,20952
4/23/1990,MEL-SYD,Economy,20565
4/30/1990,MEL-SYD,Economy,20311
5/7/1990,MEL-SYD,Economy,17859
5/14/1990,MEL-SYD,Economy,19385
5/21/1990,MEL-SYD,Economy,17962
5/28/1990,MEL-SYD,Economy,19569
6/4/1990,MEL-SYD,Economy,17894
6/11/1990,MEL-SYD,Economy,18114
6/18/1990,MEL-SYD,Economy,19170
6/25/1990,MEL-SYD,Economy,18713
7/2/1990,MEL-SYD,Economy,20520
7/9/1990,MEL-SYD,Economy,20345
7/16/1990,MEL-SYD,Economy,20015
7/23/1990,MEL-SYD,Economy,18027
7/30/1990,MEL-SYD,Economy,19697
8/6/1990,MEL-SYD,Economy,19897
8/13/1990,MEL-SYD,Economy,19213
8/20/1990,MEL-SYD,Economy,19773
8/27/1990,MEL-SYD,Economy,20128
9/3/1990,MEL-SYD,Economy,21181
9/10/1990,MEL-SYD,Economy,21933
9/17/1990,MEL-SYD,Economy,20049
9/24/1990,MEL-SYD,Economy,23358
10/1/1990,MEL-SYD,Economy,21120
10/8/1990,MEL-SYD,Economy,21970
10/15/1990,MEL-SYD,Economy,21411
10/22/1990,MEL-SYD,Economy,22569
10/29/1990,MEL-SYD,Economy,20849
11/5/1990,MEL-SYD,Economy,20658
11/12/1990,MEL-SYD,Economy,21192
11/19/1990,MEL-SYD,Economy,21502
11/26/1990,MEL-SYD,Economy,22152
12/3/1990,MEL-SYD,Economy,21904
12/10/1990,MEL-SYD,Economy,20634
12/17/1990,MEL-SYD,Economy,15535
12/24/1990,MEL-SYD,Economy,16690
1/7/1991,MEL-SYD,Economy,19150
1/14/1991,MEL-SYD,Economy,21128
1/21/1991,MEL-SYD,Economy,21136
1/28/1991,MEL-SYD,Economy,19693
2/4/1991,MEL-SYD,Economy,21576
2/11/1991,MEL-SYD,Economy,21449
2/18/1991,MEL-SYD,Economy,22298
2/25/1991,MEL-SYD,Economy,21056
3/4/1991,MEL-SYD,Economy,19014
3/11/1991,MEL-SYD,Economy,19511
3/18/1991,MEL-SYD,Economy,20162
3/25/1991,MEL-SYD,Economy,21158
4/1/1991,MEL-SYD,Economy,19059
4/8/1991,MEL-SYD,Economy,21972
4/15/1991,MEL-SYD,Economy,22877
4/22/1991,MEL-SYD,Economy,22190
4/29/1991,MEL-SYD,Economy,22533
5/6/1991,MEL-SYD,Economy,20682
5/13/1991,MEL-SYD,Economy,21788
5/20/1991,MEL-SYD,Economy,21299
5/27/1991,MEL-SYD,Economy,20663
6/3/1991,MEL-SYD,Economy,21948
6/10/1991,MEL-SYD,Economy,21009
6/17/1991,MEL-SYD,Economy,20443
6/24/1991,MEL-SYD,Economy,21418
7/1/1991,MEL-SYD,Economy,23273
7/8/1991,MEL-SYD,Economy,25763
7/15/1991,MEL-SYD,Economy,26045
7/22/1991,MEL-SYD,Economy,23831
7/29/1991,MEL-SYD,Economy,22742
8/5/1991,MEL-SYD,Economy,22962
8/12/1991,MEL-SYD,Economy,25253
8/19/1991,MEL-SYD,Economy,25239
8/26/1991,MEL-SYD,Economy,27387
9/2/1991,MEL-SYD,Economy,26824
9/9/1991,MEL-SYD,Economy,27294
9/16/1991,MEL-SYD,Economy,28935
9/23/1991,MEL-SYD,Economy,31642
9/30/1991,MEL-SYD,Economy,32468
10/7/1991,MEL-SYD,Economy,27673
10/14/1991,MEL-SYD,Economy,28890
10/21/1991,MEL-SYD,Economy,26465
10/28/1991,MEL-SYD,Economy,28296
11/4/1991,MEL-SYD,Economy,29274
11/11/1991,MEL-SYD,Economy,30686
11/18/1991,MEL-SYD,Economy,29786
11/25/1991,MEL-SYD,Economy,31155
12/2/1991,MEL-SYD,Economy,28459
12/9/1991,MEL-SYD,Economy,27195
12/16/1991,MEL-SYD,Economy,26274
12/23/1991,MEL-SYD,Economy,25204
12/30/1991,MEL-SYD,Economy,24434
1/6/1992,MEL-SYD,Economy,27323
1/13/1992,MEL-SYD,Economy,27303
1/20/1992,MEL-SYD,Economy,30334
1/27/1992,MEL-SYD,Economy,26833
2/3/1992,MEL-SYD,Economy,25811
2/10/1992,MEL-SYD,Economy,27238
2/17/1992,MEL-SYD,Economy,28788
2/24/1992,MEL-SYD,Economy,27263
3/2/1992,MEL-SYD,Economy,27217
3/9/1992,MEL-SYD,Economy,26410
3/16/1992,MEL-SYD,Economy,26118
3/23/1992,MEL-SYD,Economy,18642
3/30/1992,MEL-SYD,Economy,16518
4/6/1992,MEL-SYD,Economy,17276
4/13/1992,MEL-SYD,Economy,21662
4/20/1992,MEL-SYD,Economy,20473
4/27/1992,MEL-SYD,Economy,18336
5/4/1992,MEL-SYD,Economy,17018
5/11/1992,MEL-SYD,Economy,18111
5/18/1992,MEL-SYD,Economy,18410
5/25/1992,MEL-SYD,Economy,20541
6/1/1992,MEL-SYD,Economy,21408
6/8/1992,MEL-SYD,Economy,21545
6/15/1992,MEL-SYD,Economy,21732
6/22/1992,MEL-SYD,Economy,26173
6/29/1992,MEL-SYD,Economy,27432
7/6/1992,MEL-SYD,Economy,28362
7/13/1992,MEL-SYD,Economy,29827
7/20/1992,MEL-SYD,Economy,29870
7/27/1992,MEL-SYD,Economy,26534
8/3/1992,MEL-SYD,Economy,26434
8/10/1992,MEL-SYD,Economy,26137
8/17/1992,MEL-SYD,Economy,27365
8/24/1992,MEL-SYD,Economy,27910
8/31/1992,MEL-SYD,Economy,26311
9/7/1992,MEL-SYD,Economy,27538
9/14/1992,MEL-SYD,Economy,29445
9/21/1992,MEL-SYD,Economy,28326
9/28/1992,MEL-SYD,Economy,30203
10/5/1992,MEL-SYD,Economy,27838
10/12/1992,MEL-SYD,Economy,27760
10/19/1992,MEL-SYD,Economy,27322
10/26/1992,MEL-SYD,Economy,28837
11/2/1992,MEL-SYD,Economy,26548
11/9/1992,MEL-SYD,Economy,27279
11/16/1992,MEL-SYD,Economy,27306
11/23/1992,MEL-SYD,Economy,28299
6/29/1987,MEL-SYD,First,1912
7/6/1987,MEL-SYD,First,1848
7/13/1987,MEL-SYD,First,1856
7/20/1987,MEL-SYD,First,2142
7/27/1987,MEL-SYD,First,2118
8/3/1987,MEL-SYD,First,2048
8/10/1987,MEL-SYD,First,2111
8/17/1987,MEL-SYD,First,2199
8/24/1987,MEL-SYD,First,2231
8/31/1987,MEL-SYD,First,2081
9/7/1987,MEL-SYD,First,2213
9/14/1987,MEL-SYD,First,2131
9/28/1987,MEL-SYD,First,2131
10/5/1987,MEL-SYD,First,2034
10/12/1987,MEL-SYD,First,2190
10/19/1987,MEL-SYD,First,2262
10/26/1987,MEL-SYD,First,2579
11/2/1987,MEL-SYD,First,2367
11/9/1987,MEL-SYD,First,2432
11/16/1987,MEL-SYD,First,2640
11/23/1987,MEL-SYD,First,2614
11/30/1987,MEL-SYD,First,2569
12/7/1987,MEL-SYD,First,2523
12/14/1987,MEL-SYD,First,2260
12/21/1987,MEL-SYD,First,1117
12/28/1987,MEL-SYD,First,590
1/4/1988,MEL-SYD,First,966
1/4/1988,MEL-SYD,First,1235
1/11/1988,MEL-SYD,First,2001
1/18/1988,MEL-SYD,First,1696
1/25/1988,MEL-SYD,First,2089
2/1/1988,MEL-SYD,First,2716
2/8/1988,MEL-SYD,First,2483
2/15/1988,MEL-SYD,First,2461
2/22/1988,MEL-SYD,First,2533
2/29/1988,MEL-SYD,First,2273
3/7/1988,MEL-SYD,First,2273
3/14/1988,MEL-SYD,First,2370
3/21/1988,MEL-SYD,First,1782
3/28/1988,MEL-SYD,First,1385
4/4/1988,MEL-SYD,First,2322
4/11/1988,MEL-SYD,First,2340
4/18/1988,MEL-SYD,First,2203
4/25/1988,MEL-SYD,First,2300
5/2/1988,MEL-SYD,First,2125
5/9/1988,MEL-SYD,First,2345
5/16/1988,MEL-SYD,First,2224
5/23/1988,MEL-SYD,First,1952
5/30/1988,MEL-SYD,First,2212
6/6/1988,MEL-SYD,First,2028
6/13/1988,MEL-SYD,First,1906
6/20/1988,MEL-SYD,First,1834
6/27/1988,MEL-SYD,First,1797
7/4/1988,MEL-SYD,First,1869
7/11/1988,MEL-SYD,First,1886
7/18/1988,MEL-SYD,First,2131
7/25/1988,MEL-SYD,First,2021
8/1/1988,MEL-SYD,First,2199
8/8/1988,MEL-SYD,First,2140
8/15/1988,MEL-SYD,First,2190
8/22/1988,MEL-SYD,First,1917
8/29/1988,MEL-SYD,First,2096
9/5/1988,MEL-SYD,First,2254
9/12/1988,MEL-SYD,First,2251
9/19/1988,MEL-SYD,First,2072
9/26/1988,MEL-SYD,First,993
10/3/1988,MEL-SYD,First,1675
10/10/1988,MEL-SYD,First,1463
10/17/1988,MEL-SYD,First,2256
10/24/1988,MEL-SYD,First,2216
10/31/1988,MEL-SYD,First,2218
11/7/1988,MEL-SYD,First,2568
11/14/1988,MEL-SYD,First,2483
11/21/1988,MEL-SYD,First,2545
11/28/1988,MEL-SYD,First,2599
12/5/1988,MEL-SYD,First,2483
12/12/1988,MEL-SYD,First,1793
12/19/1988,MEL-SYD,First,516
12/26/1988,MEL-SYD,First,873
1/2/1989,MEL-SYD,First,1195
1/9/1989,MEL-SYD,First,1525
1/16/1989,MEL-SYD,First,1906
1/23/1989,MEL-SYD,First,2246
1/30/1989,MEL-SYD,First,2247
2/6/1989,MEL-SYD,First,2316
2/13/1989,MEL-SYD,First,2276
2/20/1989,MEL-SYD,First,2403
2/27/1989,MEL-SYD,First,2432
3/6/1989,MEL-SYD,First,2490
3/13/1989,MEL-SYD,First,2013
3/20/1989,MEL-SYD,First,1508
3/27/1989,MEL-SYD,First,2251
4/3/1989,MEL-SYD,First,2079
4/10/1989,MEL-SYD,First,2210
4/17/1989,MEL-SYD,First,1960
4/24/1989,MEL-SYD,First,2251
5/1/1989,MEL-SYD,First,2013
5/8/1989,MEL-SYD,First,2252
5/15/1989,MEL-SYD,First,2067
5/22/1989,MEL-SYD,First,1831
5/29/1989,MEL-SYD,First,2069
6/5/1989,MEL-SYD,First,1953
6/12/1989,MEL-SYD,First,2199
6/19/1989,MEL-SYD,First,1771
6/26/1989,MEL-SYD,First,1696
7/3/1989,MEL-SYD,First,1788
7/10/1989,MEL-SYD,First,1636
7/17/1989,MEL-SYD,First,1741
7/24/1989,MEL-SYD,First,1597
7/31/1989,MEL-SYD,First,1943
8/7/1989,MEL-SYD,First,1660
8/14/1989,MEL-SYD,First,616
8/21/1989,MEL-SYD,First,0
8/28/1989,MEL-SYD,First,0
9/4/1989,MEL-SYD,First,0
9/11/1989,MEL-SYD,First,0
9/18/1989,MEL-SYD,First,0
9/25/1989,MEL-SYD,First,0
10/2/1989,MEL-SYD,First,0
10/9/1989,MEL-SYD,First,53
10/16/1989,MEL-SYD,First,40
10/23/1989,MEL-SYD,First,354
10/30/1989,MEL-SYD,First,505
11/6/1989,MEL-SYD,First,711
11/13/1989,MEL-SYD,First,723
11/20/1989,MEL-SYD,First,796
11/27/1989,MEL-SYD,First,856
12/4/1989,MEL-SYD,First,845
12/11/1989,MEL-SYD,First,807
12/18/1989,MEL-SYD,First,276
12/25/1989,MEL-SYD,First,339
1/1/1990,MEL-SYD,First,581
1/8/1990,MEL-SYD,First,894
1/15/1990,MEL-SYD,First,936
1/22/1990,MEL-SYD,First,1111
1/29/1990,MEL-SYD,First,1446
2/5/1990,MEL-SYD,First,1517
2/12/1990,MEL-SYD,First,1513
2/19/1990,MEL-SYD,First,1508
2/26/1990,MEL-SYD,First,1636
3/5/1990,MEL-SYD,First,1380
3/12/1990,MEL-SYD,First,1453
3/19/1990,MEL-SYD,First,1459
3/26/1990,MEL-SYD,First,1538
4/2/1990,MEL-SYD,First,1327
4/9/1990,MEL-SYD,First,1027
4/16/1990,MEL-SYD,First,1365
4/23/1990,MEL-SYD,First,1475
4/30/1990,MEL-SYD,First,1365
5/7/1990,MEL-SYD,First,1351
5/14/1990,MEL-SYD,First,1231
5/21/1990,MEL-SYD,First,1447
5/28/1990,MEL-SYD,First,1408
6/4/1990,MEL-SYD,First,1089
6/11/1990,MEL-SYD,First,1357
6/18/1990,MEL-SYD,First,1287
6/25/1990,MEL-SYD,First,1087
7/2/1990,MEL-SYD,First,1017
7/9/1990,MEL-SYD,First,1090
7/16/1990,MEL-SYD,First,1343
7/23/1990,MEL-SYD,First,1164
7/30/1990,MEL-SYD,First,1169
8/6/1990,MEL-SYD,First,1465
8/13/1990,MEL-SYD,First,1242
8/20/1990,MEL-SYD,First,1220
8/27/1990,MEL-SYD,First,1231
9/3/1990,MEL-SYD,First,1266
9/10/1990,MEL-SYD,First,1337
9/17/1990,MEL-SYD,First,1079
9/24/1990,MEL-SYD,First,1223
10/1/1990,MEL-SYD,First,1351
10/8/1990,MEL-SYD,First,1269
10/15/1990,MEL-SYD,First,1382
10/22/1990,MEL-SYD,First,1435
10/29/1990,MEL-SYD,First,1371
11/5/1990,MEL-SYD,First,1341
11/12/1990,MEL-SYD,First,1399
11/19/1990,MEL-SYD,First,1440
11/26/1990,MEL-SYD,First,1236
12/3/1990,MEL-SYD,First,1441
12/10/1990,MEL-SYD,First,988
12/17/1990,MEL-SYD,First,300
12/24/1990,MEL-SYD,First,401
1/7/1991,MEL-SYD,First,529
1/14/1991,MEL-SYD,First,786
1/21/1991,MEL-SYD,First,1086
1/28/1991,MEL-SYD,First,725
2/4/1991,MEL-SYD,First,1127
2/11/1991,MEL-SYD,First,1146
2/18/1991,MEL-SYD,First,1086
2/25/1991,MEL-SYD,First,1134
3/4/1991,MEL-SYD,First,1020
3/11/1991,MEL-SYD,First,1022
3/18/1991,MEL-SYD,First,1224
3/25/1991,MEL-SYD,First,895
4/1/1991,MEL-SYD,First,658
4/8/1991,MEL-SYD,First,977
4/15/1991,MEL-SYD,First,916
4/22/1991,MEL-SYD,First,830
4/29/1991,MEL-SYD,First,990
5/6/1991,MEL-SYD,First,770
5/13/1991,MEL-SYD,First,801
5/20/1991,MEL-SYD,First,839
5/27/1991,MEL-SYD,First,835
6/3/1991,MEL-SYD,First,802
6/10/1991,MEL-SYD,First,763
6/17/1991,MEL-SYD,First,770
6/24/1991,MEL-SYD,First,838
7/1/1991,MEL-SYD,First,742
7/8/1991,MEL-SYD,First,793
7/15/1991,MEL-SYD,First,900
7/22/1991,MEL-SYD,First,960
7/29/1991,MEL-SYD,First,800
8/5/1991,MEL-SYD,First,807
8/12/1991,MEL-SYD,First,841
8/19/1991,MEL-SYD,First,880
8/26/1991,MEL-SYD,First,818
9/2/1991,MEL-SYD,First,817
9/9/1991,MEL-SYD,First,819
9/16/1991,MEL-SYD,First,998
9/23/1991,MEL-SYD,First,1220
9/30/1991,MEL-SYD,First,966
10/7/1991,MEL-SYD,First,895
10/14/1991,MEL-SYD,First,978
10/21/1991,MEL-SYD,First,913
10/28/1991,MEL-SYD,First,947
11/4/1991,MEL-SYD,First,1002
11/11/1991,MEL-SYD,First,1081
11/18/1991,MEL-SYD,First,977
11/25/1991,MEL-SYD,First,1027
12/2/1991,MEL-SYD,First,895
12/9/1991,MEL-SYD,First,900
12/16/1991,MEL-SYD,First,762
12/23/1991,MEL-SYD,First,329
12/30/1991,MEL-SYD,First,351
1/6/1992,MEL-SYD,First,419
1/13/1992,MEL-SYD,First,618
1/20/1992,MEL-SYD,First,845
1/27/1992,MEL-SYD,First,727
2/3/1992,MEL-SYD,First,1200
2/10/1992,MEL-SYD,First,1801
2/17/1992,MEL-SYD,First,1727
2/24/1992,MEL-SYD,First,1992
3/2/1992,MEL-SYD,First,1865
3/9/1992,MEL-SYD,First,1801
3/16/1992,MEL-SYD,First,1661
3/23/1992,MEL-SYD,First,2366
3/30/1992,MEL-SYD,First,2003
4/6/1992,MEL-SYD,First,2092
4/13/1992,MEL-SYD,First,1703
4/20/1992,MEL-SYD,First,1337
4/27/1992,MEL-SYD,First,1985
5/4/1992,MEL-SYD,First,1808
5/11/1992,MEL-SYD,First,1839
5/18/1992,MEL-SYD,First,1714
5/25/1992,MEL-SYD,First,1730
6/1/1992,MEL-SYD,First,1725
6/8/1992,MEL-SYD,First,1456
6/15/1992,MEL-SYD,First,1447
6/22/1992,MEL-SYD,First,1357
6/29/1992,MEL-SYD,First,1280
7/6/1992,MEL-SYD,First,1363
7/13/1992,MEL-SYD,First,1228
7/20/1992,MEL-SYD,First,1411
7/27/1992,MEL-SYD,First,1130
8/3/1992,MEL-SYD,First,1153
8/10/1992,MEL-SYD,First,1257
8/17/1992,MEL-SYD,First,1259
8/24/1992,MEL-SYD,First,1153
8/31/1992,MEL-SYD,First,1202
9/7/1992,MEL-SYD,First,1185
9/14/1992,MEL-SYD,First,1247
9/21/1992,MEL-SYD,First,1434
9/28/1992,MEL-SYD,First,1450
10/5/1992,MEL-SYD,First,1227
10/12/1992,MEL-SYD,First,1245
10/19/1992,MEL-SYD,First,1417
10/26/1992,MEL-SYD,First,1458
11/2/1992,MEL-SYD,First,1398
11/9/1992,MEL-SYD,First,1423
11/16/1992,MEL-SYD,First,1358
